stock,year,bbmsy,ffmsy,bbmsy.effEdepP,ffmsy.effEdepP
Anodontostoma_chacunda,1951,1.59542519906544,1.84377577809303e-08,1.59542519906544,1.84377577809303e-08
Anodontostoma_chacunda,1952,0.000509786753045195,5.7702682939965e-05,0.000509786753045195,5.7702682939965e-05
Anodontostoma_chacunda,1953,1.6539753583059e-05,0.00177850674922333,1.6539753583059e-05,0.00177850674922333
Anodontostoma_chacunda,1954,3.07083827601263e-06,0.00957916397217662,3.07083827601263e-06,0.00957916397217662
Anodontostoma_chacunda,1955,1.89136176649348e-06,0.0155528486929803,1.89136176649348e-06,0.0155528486929803
Anodontostoma_chacunda,1956,1.45836022457847e-06,0.0201706429469191,1.45836022457847e-06,0.0201706429469191
Anodontostoma_chacunda,1957,1.36486867448515e-06,0.021552303110083,1.36486867448515e-06,0.021552303110083
Anodontostoma_chacunda,1958,1.36278328371692e-06,0.0215852833898361,1.36278328371692e-06,0.0215852833898361
Anodontostoma_chacunda,1959,1.39666971994383e-06,0.0210615745139402,1.39666971994383e-06,0.0210615745139402
Anodontostoma_chacunda,1960,1.80445533352348e-06,0.0163019071913083,1.80445533352348e-06,0.0163019071913083
Anodontostoma_chacunda,1961,3.85560740749427e-06,0.00762942391924658,3.85560740749427e-06,0.00762942391924658
Anodontostoma_chacunda,1962,5.18168685838761e-05,0.000567692803171717,5.18168685838761e-05,0.000567692803171717
Anodontostoma_chacunda,1963,0.0281435625457101,0.418085852921915,0.0281435625457101,0.418085852921915
Anodontostoma_chacunda,1964,0.119056138230831,0.0741231753736073,0.119056138230831,0.0741231753736073
Anodontostoma_chacunda,1965,0.228625426775533,0.0514659524845278,0.228625426775533,0.0514659524845278
Anodontostoma_chacunda,1966,0.300830599617945,0.0293348450077747,0.300830599617945,0.0293348450077747
Anodontostoma_chacunda,1967,0.29781323218844,0.0395094108637164,0.29781323218844,0.0395094108637164
Anodontostoma_chacunda,1968,0.295263438035279,0.0298879504760556,0.295263438035279,0.0298879504760556
Anodontostoma_chacunda,1969,0.346760166224496,0.0339324596573377,0.346760166224496,0.0339324596573377
Anodontostoma_chacunda,1970,0.384589186476716,0.0374786176055774,0.384589186476716,0.0374786176055774
Anodontostoma_chacunda,1971,0.352944475598063,0.0350047882115412,0.352944475598063,0.0350047882115412
Anodontostoma_chacunda,1972,0.446431937293283,0.0368992316981935,0.446431937293283,0.0368992316981935
Anodontostoma_chacunda,1973,0.496849613382758,0.0331548924422085,0.496849613382758,0.0331548924422085
Anodontostoma_chacunda,1974,0.504022673719986,0.0391029282825147,0.504022673719986,0.0391029282825147
Anodontostoma_chacunda,1975,0.461667177806823,0.0404603167453704,0.461667177806823,0.0404603167453704
Anodontostoma_chacunda,1976,0.470458729138105,0.029449907064967,0.470458729138105,0.029449907064967
Anodontostoma_chacunda,1977,0.47420767099363,0.0295272451805141,0.47420767099363,0.0295272451805141
Anodontostoma_chacunda,1978,0.58798973206924,0.0715903431607977,0.58798973206924,0.0715903431607977
Anodontostoma_chacunda,1979,0.559336384927388,0.0461749035854385,0.559336384927388,0.0461749035854385
Anodontostoma_chacunda,1980,0.542087206331842,0.0558381176725144,0.542087206331842,0.0558381176725144
Anodontostoma_chacunda,1981,0.576715584759004,0.0484048721474217,0.576715584759004,0.0484048721474217
Anodontostoma_chacunda,1982,0.63590109675786,0.0677229792571557,0.63590109675786,0.0677229792571557
Anodontostoma_chacunda,1983,0.68232331373095,0.0721688517800286,0.68232331373095,0.0721688517800286
Anodontostoma_chacunda,1984,0.758723367981286,0.0738189794004334,0.758723367981286,0.0738189794004334
Anodontostoma_chacunda,1985,0.764004946463513,0.15092960978246,0.764004946463513,0.15092960978246
Anodontostoma_chacunda,1986,0.837081635961855,0.16189556449479,0.837081635961855,0.16189556449479
Anodontostoma_chacunda,1987,0.74626231945077,0.0974409490805289,0.74626231945077,0.0974409490805289
Anodontostoma_chacunda,1988,0.642376849416266,0.100514610969088,0.642376849416266,0.100514610969088
Anodontostoma_chacunda,1989,0.736334066166243,0.0944402507241869,0.736334066166243,0.0944402507241869
Anodontostoma_chacunda,1990,0.706232831572867,0.130787517766749,0.706232831572867,0.130787517766749
Anodontostoma_chacunda,1991,0.729575946436096,0.127852812893805,0.729575946436096,0.127852812893805
Anodontostoma_chacunda,1992,0.731473661965118,0.0979230258720526,0.731473661965118,0.0979230258720526
Anodontostoma_chacunda,1993,0.737510772218421,0.105018798086428,0.737510772218421,0.105018798086428
Anodontostoma_chacunda,1994,0.601854456870035,0.126832465215578,0.601854456870035,0.126832465215578
Anodontostoma_chacunda,1995,0.706911145976451,0.097289109910235,0.706911145976451,0.097289109910235
Anodontostoma_chacunda,1996,0.643397724537966,0.0990749685753361,0.643397724537966,0.0990749685753361
Anodontostoma_chacunda,1997,0.547665690716354,0.102911645530419,0.547665690716354,0.102911645530419
Anodontostoma_chacunda,1998,0.484910910499034,0.089416996978873,0.484910910499034,0.089416996978873
Anodontostoma_chacunda,1999,0.55185308103071,0.160392208989696,0.55185308103071,0.160392208989696
Anodontostoma_chacunda,2000,0.571074665797917,0.136243984008634,0.571074665797917,0.136243984008634
Anodontostoma_chacunda,2001,0.459498624332073,0.177265121548458,0.459498624332073,0.177265121548458
Anodontostoma_chacunda,2002,0.467709563509812,0.147800588936981,0.467709563509812,0.147800588936981
Anodontostoma_chacunda,2003,0.519175328454443,0.13858842490973,0.519175328454443,0.13858842490973
Anodontostoma_chacunda,2004,0.575973653221621,0.145197384838304,0.575973653221621,0.145197384838304
